JENIS KELAMIN KORBAN,USIA KORBAN,PEKERJAAN KORBAN,DAERAH TINGGAL KORBAN,TEMPAT KEJADIAN PENCURIAN,DAERAH PERISTIWA,WAKTU KEJADIAN,HARI KEJADIAN,PELAKU MENGGUNAKAN ALAT,SASARAN KEJAHATAN,JUMLAH KERUGIAN,MO,JENIS PENCURIAN,PASAL PENCURIAN
PEREMPUAN,DEWASA,WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,KAMIS,YA,BENDA TIDAK BERGERAK,KECIL,MENGANCAM,CURAS,365 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PEDESAAN,PAGI,JUMAT,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SIANG,JUMAT,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,PEKERJA KASAR,PERKOTAAN,JALAN RAYA,PEDESAAN,SORE,MINGGU,TIDAK,BENDA BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,DINI HARI,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PINGGIRAN KOTA,SORE,MINGGU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,PAGI,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,WIRA USAHA,PINGGIRAN KOTA,JALAN RAYA,PERKOTAAN,SIANG,SELASA,TIDAK,BENDA TIDAK BERGERAK,KECIL,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PINGGIRAN KOTA,AREA PARKIR,PERKOTAAN,PAGI,RABU,YA,BENDA TIDAK BERGERAK,KECIL,MENGANCAM,CURAS,365 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SORE,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SIANG,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TENAGA WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SIANG,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,WIRA USAHA,PERKOTAAN,AREA PARKIR,PEDESAAN,PAGI,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TENAGA WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,PAGI,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TENAGA WIRA USAHA,PEDESAAN,DALAM RUMAH,PERKOTAAN,MALAM,MINGGU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,WIRA USAHA,PEDESAAN,HALAMAN RUMAH,PERKOTAAN,PAGI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SIANG,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,DINI HARI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,TENAGA PROFESIONAL,PEDESAAN,AREA PARKIR,PEDESAAN,SORE,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TENAGA WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,SELASA,YA,BENDA BERGERAK,BESAR,MENGANCAM,CURAS,365 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PINGGIRAN KOTA,AREA PARKIR,PERKOTAAN,SIANG,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PERKOTAAN,GANG RUMAH,PERKOTAAN,DINI HARI,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,DALAM RUMAH,PEDESAAN,SORE,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PINGGIRAN KOTA,SIANG,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TENAGA PROFESIONAL,PINGGIRAN KOTA,AREA PARKIR,PERKOTAAN,PAGI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PINGGIRAN KOTA,AREA PARKIR,PERKOTAAN,SIANG,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,PAGI,JUMAT,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SIANG,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,TENAGA PROFESIONAL,PEDESAAN,SEKOLAH,PERKOTAAN,SIANG,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,LANSIA,TIDAK BEKERJA,PINGGIRAN KOTA,DALAM RUMAH,PINGGIRAN KOTA,DINI HARI,KAMIS,YA,BENDA TIDAK BERGERAK,BESAR,MENGANCAM,CURAS,365 KUHP
LAKI-LAKI,LANSIA,TENAGA PROFESIONAL,PEDESAAN,HALAMAN RUMAH,PEDESAAN,SORE,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA PROFESIONAL,PEDESAAN,AREA PARKIR,PERKOTAAN,SORE,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,SORE,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TENAGA WIRA USAHA,PERKOTAAN,AREA PARKIR,PEDESAAN,SIANG,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SORE,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PINGGIRAN KOTA,DALAM RUMAH,PINGGIRAN KOTA,SIANG,KAMIS,YA,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,REMAJA,WIRA USAHA,PEDESAAN,JALAN RAYA,PERKOTAAN,SIANG,JUMAT,TIDAK,BENDA BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,REMAJA,WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,MALAM,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,SIANG,MINGGU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,PAGI,RABU,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,LANSIA,TENAGA WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,SIANG,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TENAGA WIRA USAHA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,MALAM,SELASA,TIDAK,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,SIANG,MINGGU,YA,BENDA TIDAK BERGERAK,KECIL,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,SORE,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,MANULA,TENAGA PROFESIONAL,PERKOTAAN,JALAN RAYA,PERKOTAAN,SIANG,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PERKOTAAN,SORE,JUMAT,TIDAK,BENDA BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SIANG,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PINGGIRAN KOTA,JALAN RAYA,PERKOTAAN,MALAM,MINGGU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PINGGIRAN KOTA,AREA PARKIR,PERKOTAAN,PAGI,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,PAGI,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,PAGI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,PEKERJA KERAS,PEDESAAN,AREA PARKIR,PERKOTAAN,PAGI,RABU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,DINI HARI,RABU,YA,GABUNGAN,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PINGGIRAN KOTA,AREA PARKIR,PEDESAAN,SIANG,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,SIANG,SABTU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,MALAM,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,SIANG,SENIN,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,LANSIA,TENAGA WIRA USAHA,PEDESAAN,AREA JALAN RAYA,PINGGIRAN KOTA,SIANG,SELASA,YA,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PINGGIRAN KOTA,SORE,SABTU,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,HALAMAN RUMAH,PERKOTAAN,SORE,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PINGGIRAN KOTA,AREA PARKIR,PERKOTAAN,MALAM,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,SORE,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PEDESAAN,DALAM RUMAH,PERKOTAAN,PAGI,SABTU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PERKOTAAN,MALAM,SENIN,YA,BENDA TIDAK BERGERAK,BESAR,MENGANCAM,CURAS,365 KUHP
LAKI-LAKI,REMAJA,WIRA USAHA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,DINI HARI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA PROFESIONAL,PEDESAAN,JALAN RAYA,PERKOTAAN,DINI HARI,KAMIS,YA,BENDA TIDAK BERGERAK,BESAR,MENGANCAM,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PEDESAAN,DINI HARI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,POLRI,PEDESAAN,JALAN RAYA,PERKOTAAN,PAGI,MINGGU,YA,BENDA TIDAK BERGERAK,KECIL,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,PAGI,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PEDESAAN,DALAM RUMAH,PERKOTAAN,PAGI,MINGGU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TENAGA WIRA USAHA,PERKOTAAN,JALAN RAYA,PEDESAAN,PAGI,RABU,TIDAK,BENDA BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PEDESAAN,AREA PARKIR,PEDESAAN,MALAM,RABU,TIDAK,BENDA BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,PEKERJA KASAR,PEDESAAN,AREA PARKIR,PEDESAAN,PAGI,RABU,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PEDESAAN,JALAN RAYA,PEDESAAN,SIANG,SABTU,TIDAK,BENDA BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PEDESAAN,DALAM RUMAH,PEDESAAN,DINI HARI,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,LANSIA,TIDAK BEKERJA,PINGGIRAN KOTA,AREA PARKIR,PERKOTAAN,PAGI,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,PAGI,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,MALAM,SELASA,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,TENAGA USAHA JASA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,PAGI,SENIN,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,MALAM,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PINGGIRAN KOTA,JALAN RAYA,PINGGIRAN KOTA,PAGI,JUMAT,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,PAGI,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,MALAM,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,LANSIA,TIDAK BEKERJA,PINGGIRAN KOTA,DALAM RUMAH,PINGGIRAN KOTA,SIANG,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TENAGA PROFESIONAL,PERKOTAAN,DALAM RUMAH,PERKOTAAN,SIANG,JUMAT,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TENAGA PROFESIONAL,PERKOTAAN,JALAN RAYA,PERKOTAAN,SORE,SABTU,TIDAK,BENDA BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,DEWASA,ANGGOTA TNI,PERKOTAAN,JALAN RAYA,PEDESAAN,DINI HARI,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,DALAM RUMAH,PEDESAAN,DINI HARI,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA PROFESIONAL,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,DINI HARI,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,PEKERJA KASAR,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SIANG,SABTU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SIANG,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TENAGA PROFESIONAL,PEDESAAN,AREA PARKIR,PERKOTAAN,SORE,SENIN,TIDAK,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,WIRA USAHA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,MALAM,SENIN,YA,BENDA BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PINGGIRAN KOTA,PAGI,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PINGGIRAN KOTA,HALAMAN RUMAH,PERKOTAAN,SORE,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,LANSIA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,DINI HARI,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PEDESAAN,AREA PARKIR,PINGGIRAN KOTA,PAGI,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,PEKERJA KASAR,PERKOTAAN,JALAN RAYA,PERKOTAAN,SORE,JUMAT,YA,BENDA BERGERAK,BESAR,MENGANCAM,CURAS,365 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,DALAM RUMAH,PERKOTAAN,SIANG,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PERKOTAAN,SIANG,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TENAGA WIRA USAHA,PERKOTAAN,JALAN RAYA,PINGGIRAN KOTA,MALAM,JUMAT,YA,BENDA BERGERAK,BESAR,MENGANCAM,CURAS,365 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PEDESAAN,SORE,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PINGGIRAN KOTA,DALAM RUMAH,PERKOTAAN,PAGI,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,SORE,SENIN,TIDAK,BENDA TIDAK BERGERAK,KECIL,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PINGGIRAN KOTA,AREA PARKIR,PINGGIRAN KOTA,SIANG,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SORE,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,PAGI,KAMIS,TIDAK,BENDA TIDAK BERGERAK,KECIL,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,REMAJA,WIRA USAHA,PEDESAAN,AREA PARKIR,PEDESAAN,SIANG,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,DALAM RUMAH,PERKOTAAN,PAGI,SABTU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PERKOTAAN,SIANG,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA USAHA JASA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,DINI HARI,SENIN,YA,BENDA TIDAK BERGERAK,KECIL,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PERKOTAAN,DALAM RUMAH,PERKOTAAN,DINI HARI,SENIN,YA,BENDA TIDAK BERGERAK,KECIL,MERUSAK RUMAH,CURAT,363 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SORE,SELASA,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,PAGI,SENIN,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,PAGI,SENIN,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PEDESAAN,JALAN RAYA,PERKOTAAN,PAGI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,PAGI,JUMAT,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
